ＪＡＮコード,分類コード,商品名,標準小売価格,発売日,仕入入数,仕入個口,賞味期間,賞味期間（月）,ピース重量,ケース正面縦,ケース正面横,ケース奥行,ケース重量,原材料,アレルゲン,栄養成分,エネルギー,たんぱく質,脂質,炭水化物,ナトリウム,添加物等,本部データの登録,サイズ(ピース)正面縦,サイズ(ピース)正面横,サイズ(ピース)奥行,ケースサイズ確認
4.90333E+12,113,＄ロッテ　ハロウィン　コアラのマーチチョコ４８ｇ,100,20160830,10,8,１２ヶ月,12,48,290,512,364,6190,砂糖、植物油脂、小麦粉、カカオマス、でん粉、乳糖、全粉乳、全卵、ホエイパウダー、脱脂粉乳、クリームパウダー、食塩、ココアパウダー、ココアバター、膨脹剤、カラメル色素、香料、乳化剤（大豆由来）,卵、乳、小麦、大豆,１箱（４８ｇ）,255,2.5,13.9,30,119,,無,135,70,60,
4.90333E+12,113,＄ロッテ　トッポ　放課後ベリー２袋,150,20170214,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖れん乳、モルトエキス、食塩、ラズベリー果汁パウダー、ストロベリーパウダー、大豆胚芽エキス、加工でん粉、香料、乳化剤、膨脹剤、着色料（アカビート、アナトー）、酸味料,,１袋（標準３６ｇ）,193,2.2,10.5,22.4,130,,無,160,90,24,
4.90333E+12,113,＄ロッテ　ポケモンウエハースチョコムービー　１枚,80,20150512,30,8,３６０日,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、乾燥全卵、卵殻Ca、乳化剤（大豆由来）、膨張剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準23ｇ）あたり,117,1.4,5.8,14.9,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　エンジョイハロウィーントッポ　２袋,150,20150901,10,12,３６０日,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、加糖練乳、クリームパウダー、ココアパウダー、モルトエキス、食塩、ココアバター、加工でん粉、膨張剤、香料、乳化剤（大豆由来）、アナトー色素,乳、小麦、大豆,１袋（標準36ｇ）あたり,193,2.4,10.8,21.6,121,,無,160,90,24,
4.90333E+12,113,＄ロッテ　大人のトッポ苺と練乳のパンナコッタ仕立て,200,20140819,10,8,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　Ｓウォーズビックリマンエピソード４・５,100,20150630,30,8,３６０日,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、乾燥全卵、卵殻Ｃａ、乳化剤（大豆由来）、膨張剤、カラメル色素、香料,卵、乳、小麦、大豆,1枚（標準23g）あたり,117,1.4,5.8,14.9,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　受験応援！トッポ　２袋,150,20171212,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、ショートニング、加糖れん乳、クリームパウダー、ココアパウダー、モルトエキス、食塩、ココアバター、大豆胚芽エキス　／　加工でん粉、膨脹剤、乳化剤、香料、アナトー色素,,１袋（標準３６ｇ）,193,2.6,10.5,21.9,0,,無,160,90,24,
4.90333E+12,113,＄ロッテ　トッポ　モンブラン味２袋,150,20140923,10,12,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,ロッテ　エンジョイハロウィンパイの実　６９ｇ,150,20170829,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、カカオマス、麦芽糖、乳糖、全粉乳、ホエイパウダー、食塩／乳化剤（大豆由来）、香料,,１箱（６９ｇ）,376,4.1,21.8,40.8,0,,無,118,143,48,
4.90333E+12,113,＄ロッテ　誘惑レシピ　ショコラクレーム４９ｇ,220,20150915,10,8,３６０日,12,49,316,482,346,6580,チョコクリームビスケット（チョコクリーム、小麦粉、砂糖、米粉、植物油脂、粉末状小麦たん白、キャラメルパウダー、小麦食物繊維、食塩）、砂糖、ココアクッキークランチ（小麦粉、砂糖、ショートニング、ココアパウダー、デキストリン、他,,１箱（49ｇ）,260,4.1,14.1,29.2,76,,無,150,80,45,
4.90333E+12,113,＄ロッテ　北斗のマンチョコ　１枚入,100,20160126,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤(大豆由来)、膨脹剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準２３ｇ）,117,1.4,5.8,14.8,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　大人のトッポコーヒーが香るガトーショコラ,200,20140819,10,8,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテＳＷビックリマンチョコエピソード１・２・３,100,20150913,30,8,３６０日,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、乾燥全卵、卵殻Ｃａ、乳化剤（大豆由来）、膨張剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準23ｇ）あたり,117,1.4,5.8,14.9,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　プティスリー　ショコラシュー５７ｇ,180,20140408,10,8,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　パイの実　蔵出し宇治抹茶６９ｇ,150,20160126,10,6,３６０日,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、乳糖、麦芽糖、ココアバター、ホエイパウダー、全粉乳、抹茶（宇治抹茶１００％）、クリームパウダー、食塩、乳化剤（大豆由来）、香料、着色料（紅花黄、クチナシ）,乳、小麦、大豆,１箱（６９ｇ）,381,3.6,22.4,41.1,211,,無,118,143,48,
4.90333E+12,113,＄ロッテ　カプッチョディズニーストロベリー　３８ｇ,100,20170221,10,6,１２ヶ月,12,38,256,460,370,3790,コーンパフ（コーングリッツ、砂糖、植物油脂、水あめ、食塩）、乳糖、砂糖、植物油脂、全粉乳、ココアバター、脱脂粉乳　／　光沢剤、アカビート色素、乳化剤（大豆由来）、香料,,１パック（３８ｇ）,193,1.5,9.6,25.2,0,,無,120,70,47,
4.90333E+12,113,＄ロッテ　シャルロッテ　アマンドショコラ４０ｇ,240,20180306,8,10,９ヶ月,9,41,266,475,272,5620,アーモンド加工品（アーモンド、砂糖、水あめ、乳等を主要原料とする食品、マーガリン、植物油脂、バター）、砂糖、全粉乳、カカオマス、ココアバター、植物油脂、乳糖、ココアパウダー／乳化剤（大豆由来）、香料、酸化防止剤（ビタミンＥ）,,１袋（４０ｇ）,219,4.1,12.7,22,0,,無,88,124,30,
4.90333E+12,113,＄ロッテ　コアラのマーチ　わたあめ味４８ｇ,100,20150616,10,8,３６０日,12,48,290,512,364,6190,植物油脂、砂糖、小麦粉、乳糖、でん粉、ココアバター、ホエイパウダー、全粉乳、全卵、食塩、クリームパウダー、膨張剤、香料、カラメル色素、乳化剤（大豆由来）,卵、乳、小麦、大豆,１箱（48ｇ）あたり,258,2,14.4,30.1,131,,無,135,70,60,
4.90333E+12,113,＄ロッテ　サクット　４０ｇ,140,20140819,8,6,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　ビックリマン伝説９　１枚,80,20160726,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準２３ｇ）,117,1.4,5.8,14.9,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　ハーシーバー　キャラメリゼナッツ１本,100,20170328,12,12,１２ヶ月,12,33,156,393,326,6500,クッキークランチ（小麦粉、砂糖、ショートニング、デキストリン、ぶどう糖果糖液糖、ホエイパウダー、食塩）、砂糖、全粉乳、カカオマス、ココアバター、アーモンドプラリネクランチ（砂糖、アーモンド、水あめ、植物油脂）、ワッフルコーンクランチ（小麦粉、砂糖、でん粉、ショートニング、食塩）、乳糖、植物油脂／加工でん粉、乳化剤（大豆由来）、膨脹剤、香料、アナトー色素,,１本（標準３３ｇ）,168,2.1,8.1,21.8,0,,無,47,160,16,
4.90333E+12,113,＄ロッテ　トッポ×ちはやふるフルーツタルト　２袋,150,20170704,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、乳糖、でん粉、ショートニング、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖れん乳、モルトエキス、食塩、ミックスフルーツパウダー、キャラメルパウダー、ストロベリーパウダー、大豆胚芽エキス　／　加工でん粉、乳化剤、膨脹剤、香料、酸味料、甘味料（アセスルファムＫ）、着色料（パプリカ色素、アナトー）,,１袋（標準３６ｇ）,193,2.2,10.5,22.4,0,,無,160,90,24,
4.90333E+12,113,ロッテ　エンジョイハロウィントッポ　２袋,150,20170829,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、ショートニング、加糖れん乳、クリームパウダー、ココアパウダー、モルトエキス、食塩、ココアバター、大豆胚芽エキス　／　加工でん粉、膨脹剤、乳化剤、香料、アナトー色素,,１袋（標準３６ｇ）,193,2.6,10.5,21.9,0,,無,160,90,24,
4.90333E+12,113,＄ロッテ　ビックリマンスーパーゼウス外伝　１枚,80,20160329,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準２３ｇ）,117,1.4,5.8,14.8,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　ビックリマンブラックゼウス外伝　１枚,80,20161122,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,,１枚（標準２３ｇ）,117,1.4,5.8,14.9,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　ハーシーチョコレートウエハース　５２ｇ,180,20160315,5,8,１２ヶ月,12,52,353,518,278,3550,小麦粉、砂糖、植物油脂、全粉乳、乳糖、カカオマス、ココアパウダー、全卵、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、香料、膨脹剤,卵、乳、小麦、大豆,１袋（５２ｇ）　,259,3.4,11.8,34.8,70,,無,170,130,40,
4.90333E+12,113,＄ロッテ　ポケモンのドーナツチョコ　３３ｇ,160,20150512,10,8,３６０日,12,33,316,482,346,5360,砂糖、コーンパフ（コーンフラワー、植物油脂、砂糖）、カカオマス、全粉乳、植物油脂、乳糖、ココアバター、ビスケット、ウーロン茶抽出物、炭酸Ca、乳化剤、着色料（カラメル、カロチノイド）、香料、（原材料の一部に小麦、大豆を含む）,乳、小麦、大豆,１箱（33ｇ）当たり,174,2,9.2,20.8,13,,無,150,80,45,
4.90333E+12,113,＄ロッテ　プティスリー　ショコラワッフル５１ｇ,180,20150421,10,8,３６０日,12,51,316,482,346,6750,砂糖、植物油脂、小麦粉、カカオマス、全粉乳、ココアパウダー、ショートニング、でん粉、ミックスナッツペースト（ヘーゼルナッツ、アーモンド）、はっ酵種、食塩、乳等を主要原料とする食品、バター濃縮パウダー、着色料（カラメル、カカオ）、乳化剤～,乳、小麦、大豆、,１箱（51ｇ）当たり,291,3.5,18.8,27.1,46,,無,150,80,45,
4.90333E+12,113,＄ロッテ　味わい濃厚トッポ　コクのホワイト２袋,250,20180227,10,8,１２ヶ月,12,90,384,428,286,10140,小麦粉、砂糖、植物油脂、乳糖、でん粉、ショートニング、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、キャラメルパウダー、加糖れん乳、モルトエキス、食塩、黒蜜、大豆胚芽エキス　／　加工でん粉、乳化剤、膨脹剤、香料、アナトー色素,,１袋（標準４４ｇ）,237,2.7,13.1,27,0,,無,180,100,25,
4.90333E+12,113,＄ロッテ　トッポストロベリー＆ベリー＆ベリー　２袋,150,20180327,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、乳糖、でん粉、ショートニング、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖れん乳、モルトエキス、食塩、ミックスベリーパウダー、ストロベリーパウダー、大豆胚芽エキス　／　加工でん粉、乳化剤、膨脹剤、香料、酸味料、着色料（アカビート、アナトー）,,１袋（標準３６ｇ）,193,2.2,10.5,22.4,0,,無,160,90,24,
4.90333E+12,113,＄ロッテ　コアラのマーチ　カスタードプリン４８ｇ,100,20170221,10,8,１２ヶ月,12,48,290,512,364,6190,植物油脂、砂糖、小麦粉、乳糖、でん粉、ココアバター、ホエイパウダー、全粉乳、全卵、ココアパウダー、食塩、クリームパウダー、カラメルソース、乾燥全卵、膨脹剤、着色料（カラメル、クチナシ）、香料、乳化剤（大豆由来）,,１箱（４８ｇ）,258,2,14.4,30,130,,無,135,70,60,
4.90333E+12,113,＄ロッテ　ハーシーバーレーズン＆シリアル　１本,100,20180327,12,12,１２ヶ月,12,33,156,393,326,6380,クッキークランチ（小麦粉、砂糖、ショートニング、デキストリン、ぶどう糖果糖液糖、ホエイパウダー、食塩）、砂糖、全粉乳、カカオマス、レーズン、ココアバター、乳糖、コーンフレーク、植物油脂（大豆由来）、他,,１本（標準３２ｇ）,159,2,7.4,21.2,0,,無,16,160,47,
4.90333E+12,113,＄ロッテ　プティスリーショコラロシエ　４４ｇ,180,20141216,10,8,３６０日,12,44,316,482,346,6210,,,,0,0,0,0,0,,無,150,80,45,
4.90333E+12,113,＄ロッテ　厳選トッポ　ふくよか抹茶２袋,250,20150804,10,8,３６０日,12,90,384,428,286,10140,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖練乳、抹茶（西尾産抹茶100％）、モルトエキス、食塩、柚子果汁パウダー、加工でん粉、香料、膨張剤、乳化剤（大豆由来）、アナトー色素、他,乳、小麦、大豆,１袋（標準44ｇ）あたり,237,2.8,13.1,26.9,155,,無,180,100,25,
4.90333E+12,113,＄ロッテ　トッポ　抹茶ラテ２袋,150,20150331,10,12,３６０日,12,72,340,572,258,12000,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖練乳、抹茶、モルトエキス、食塩、加工デンプン、乳化剤(大豆由来)、膨張剤、香料、アナトー色素,乳、小麦、大豆,1袋(標準36g),192,2.2,10.4,22.4,135,,無,160,90,24,
4.90333E+12,113,＄ロッテ　厳選トッポ　黒蜜きなこ２袋,250,20160405,10,8,１２ヶ月,12,90,384,428,286,10140,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、黒豆きなこ（北海道産黒大豆１００％）、クリームパウダー、黒蜜、加糖れん乳、モルトエキス、食塩（瀬戸内地方産１００％）、加工でん粉、乳化剤（大豆由来）、膨脹剤、香料、アナトー色素,乳、小麦、大豆,１袋（標準４４ｇ）,235,3,12.8,26.9,155,,無,180,100,25,
4.90333E+12,113,＄ロッテ　大人のトッポ　苺のフロマージュ仕立て２袋,200,20150331,10,8,３６０日,12,84,384,428,286,9690,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖練乳、モルトエキス、食塩、クリームチーズパウダー、いちごパウダー、加工デンプン、香料、乳化剤(大豆由来)、他,乳、小麦、大豆,1袋(標準42g),228,2.5,13,25.3,140,,無,180,100,25,
4.90333E+12,113,＄ロッテ　ビックリマン　キャラクター秘蔵外伝１枚,80,20171121,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ホエイパウダー、ココアパウダー、でん粉、ショートニング、食塩／乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,,１枚（標準２３ｇ）,30,0,0,11.8,0,,無,80,117,14,
4.90333E+12,113,＄ロッテ　味わい濃厚トッポあふれる苺　２袋,250,20160802,10,8,１２ヶ月,12,90,384,428,286,10140,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、苺パウダー、加糖れん乳、モルトエキス、食塩、大豆胚芽エキス、加工でん粉、香料、膨脹剤、乳化剤、着色料（アカビート、アナトー）、酸味料,乳、小麦、大豆,１袋（標準４４ｇ）,235,2.6,12.8,27.3,161,,無,180,100,25,
4.90333E+12,113,ロッテ　めざせ合格！コアラのマーチ　４８ｇ,100,20151215,10,8,３６０日,12,50,290,512,364,6190,植物油脂、小麦粉、砂糖、乳糖、カカオマス、でん粉、全粉乳、全卵、ホエイパウダー、食塩、膨張剤、カラメル色素、香料、乳化剤（大豆由来）,卵、乳、小麦、大豆,１箱　４８ｇあたり,258,2.5,14.4,29.8,119,,無,135,70,60,
4.90333E+12,113,＄ロッテ黒いコアラのマーチココア＆ミルク　４８ｇ,100,20190326,10,8,１２ヶ月,12,48,290,512,364,6190,砂糖、小麦粉、植物油脂、乳糖、でん粉、ショートニング、ココアバター、ホエイパウダー、全粉乳、全卵、ココアパウダー、食塩、クリームパウダー／膨脹剤、カラメル色素、乳化剤（大豆由来）、香料,,１箱（４８ｇ）,258,2.1,14.4,30,0,,無,135,70,60,
4.90333E+12,113,＄ロッテ　えいごのコアラのマーチ　４８ｇ,100,20150224,10,8,３６０日,12,50,290,512,364,6190,,,,0,0,0,0,0,,無,135,70,60,
4.90333E+12,113,＄ロッテ　ビックリマン伝説８　１枚,80,20151124,30,8,３６０日,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、膨張剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚　標準２３ｇあたり,117,1.4,5.8,14.8,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　黒いコアラのマーチ　ココア＆ミルク４８ｇ,100,20150901,10,8,３６０日,12,48,290,512,364,6190,植物油脂、砂糖、小麦粉、乳糖、でん粉、ココアバター、ホエイパウダー、全粉乳、全卵、ココアパウダー、食塩、クリームパウダー、膨張剤、カラメル色素、香料、乳化剤(大豆由来）,卵、乳、小麦、大豆,１箱（48ｇ）あたり,258,2.1,14.4,30,129,,無,135,70,60,
4.90333E+12,113,＄ロッテ　ハロウィン　パイの実６９ｇ,150,20160830,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、カカオマス、麦芽糖、乳糖、全粉乳、ホエイパウダー、食塩、乳化剤（大豆由来）、香料,,１箱（６９ｇ）,376,4.3,21.9,40.4,199,,無,118,143,48,
4.90333E+12,113,＄ロッテ　コアラのマーチ　ひな祭り限定４８ｇ,100,20170207,10,8,１２ヶ月,12,48,290,512,364,6190,植物油脂、砂糖、小麦粉、乳糖、でん粉、ココアバター、ホエイパウダー、全粉乳、全卵、脱脂粉乳、ストロベリーパウダー、食塩、クリームパウダー、膨脹剤、着色料（アカビート、カラメル）、香料、乳化剤（大豆由来）,卵、乳、小麦、大豆,１箱（４８ｇ）,257,2.1,14.1,30.3,128,,無,135,70,60,
4.90333E+12,113,＄ロッテ　パイの実　バニラアイスクリーム６９ｇ,150,20160628,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、乳糖、麦芽糖、ココアバター、ホエイパウダー、全粉乳、クリームパウダー、食塩、乳化剤（大豆由来）、香料、クチナシ色素,,１箱（６９ｇ）,380,3.8,22.5,40.5,211,,無,118,143,48,
4.90333E+12,113,＄ロッテ　めざせ合格！トッパ　２袋,150,20161213,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、加糖れん乳、クリームパウダー、ココアパウダー、モルトエキス、食塩、ココアバター、大豆胚芽エキス、加工でん粉、膨脹剤、香料、乳化剤、アナトー色素,,１袋（標準３６ｇ）,194,2.5,10.9,21.6,121,,無,160,90,24,
4.90333E+12,113,ロッテ　めざせ合格！トッパ　２袋,150,20151215,10,12,３６０日,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、加糖れん乳、クリームパウダー、ココアパウダー、モルトエキス、加工でん粉、膨張剤、香料、乳化剤（大豆由来）、アナトー色素,乳、小麦、大豆,１袋　標準３６ｇ,193,2.4,10.8,21.6,121,,無,160,90,24,
4.90333E+12,113,＄ロッテ　ひとくちクリスピー２種のフルーツ　４７ｇ,165,20140617,6,10,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　パイの実　ブルーベリークリームチーズパイ,150,20150428,10,6,３６０日,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、乳糖、麦芽糖、ココアパウダー、ホエイパウダー、全粉乳、クリームパウダー、食塩、クリームチーズパウダー、ブルーベリー果汁パウダー、乳化剤（大豆由来）、香料、着色料（アカビート、クチナシ）,乳、小麦、大豆,１箱（６９ｇ）あたり,379,3.9,22.4,40.4,210,,無,118,143,48,
4.90333E+12,113,＄ロッテ　コアラのマーチ　スイートポテト味４８ｇ,100,20140923,10,8,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　味わい濃厚トッポ　芳醇チーズ２袋,250,20170117,10,8,１２ヶ月,12,90,384,428,286,10140,小麦粉、植物油脂、砂糖、乳糖、でん粉、チーズパウダー（ゴーダ、チェダー）、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖れん乳、モルトエキス、食塩、大豆胚芽エキス、香料、乳化剤、膨脹剤、着色料（紅花黄、アナトー）,乳、小麦、大豆,１袋（標準４４ｇ）,238,3.3,13.5,25.8,238,,無,180,100,25,
4.90333E+12,113,＄ロッテ　パイの実木苺のクリームチーズパイ　６９ｇ,150,20160419,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、乳糖、麦芽糖、ココアバター、ホエイパウダー、全粉乳、クリームパウダー、食塩、ラズベリー果汁パウダー、クリームチーズパウダー、乳化剤（大豆由来）、香料、アカビート色素,乳、小麦、大豆,１箱（６９ｇ）,380,3.8,22.5,40.5,212,,無,118,143,48,
4.90333E+12,113,＄ロッテ　プティスリー　ストロベリーロシェ４４ｇ,180,20150421,10,8,３６０日,12,44,316,482,346,6210,全卵、植物油脂、乳糖、砂糖、ストロベリークレープクランチ、（水あめ、小麦粉、でん粉、砂糖、植物油脂、濃縮ストロベリー果汁）、ファットスプレッド、ホエイパウダー、ココアバター、全粉乳、アーモンドクランチ、小麦粉、脱脂粉乳、粉末状小麦,卵、乳、小麦、大豆,１箱（44ｇ）当たり,250,3.4,16.1,23,106,,無,150,80,45,
4.90333E+12,113,ロッテ　味わい濃厚トッポガーナ　２袋,250,20181204,10,8,１２ヶ月,12,90,381,425,283,10140,砂糖、小麦粉、全粉乳、カカオマス、植物油脂、でん粉、ココアバター、ショートニング、加糖れん乳、モルトエキス、食塩　／　加工でん粉、乳化剤（大豆由来）、膨脹剤、香料、アナトー色素,,１袋（標準４４ｇ）,234,3.2,12.5,27.1,0,,無,180,100,25,
4.90333E+12,113,＄ロッテ　エンジョイハロウィーンパイの実　６９ｇ,150,20150901,10,6,３６０日,12,69,254,600,372,7400,小麦粉、マーガリン、砂糖、植物油脂、カカオマス、麦芽糖、乳糖、全粉乳、ホエイパウダー、食塩、乳化剤（大豆由来）、香料,乳、小麦、大豆,１箱（69ｇ）あたり,376,4.3,21.9,40.4,199,,無,118,143,48,
4.90333E+12,113,＄ロッテ　よしもとビックリマン関西出身芸人　１枚,100,20160830,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ココアパウダー、でん粉、ウーロン茶抽出物、食塩、卵殻Ｃａ、乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,卵、乳、小麦、大豆,１枚（標準２３ｇ）,117,1.4,5.8,14.8,32,,無,80,117,14,
4.90333E+12,113,＄ロッテ　コアラのマーチ＜カスタードプリン＞４８ｇ,100,20160223,10,8,１２ヶ月,12,48,290,512,364,6190,植物油脂、砂糖、小麦粉、乳糖、でん粉、ココアバター、ホエイパウダー、全粉乳、全卵、食塩、クリームパウダー、カラメルソース、乾燥全卵、膨脹剤、香料、着色料（カラメル、クチナシ）、乳化剤（大豆由来）,卵、乳、小麦、大豆,１箱（４８ｇ）,258,2,14.4,30.2,130,,無,135,70,60,
4.90333E+12,113,＄ロッテ　ハロウィン　トッポ２袋,150,20160830,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉、砂糖、植物油脂、全粉乳、でん粉、カカオマス、加糖れん乳、クリームパウダー、ココアパウダー、モルトエキス、食塩、ココアバター、大豆胚芽エキス、加工でん粉、膨脹剤、香料、乳化剤、アナトー色素,,１袋（標準３６ｇ）,195,2.5,10.9,21.5,121,,無,160,90,24,
4.90333E+12,113,＄ロッテ　トッポ　キャラメルカスタードクレープ２袋,150,20150616,10,12,３６０日,12,72,340,572,258,12000,小麦粉、植物油脂、砂糖、乳糖、でん粉、ココアバター、脱脂粉乳、ホエイパウダー、全粉乳、クリームパウダー、加糖れん乳、キャラメルパウダー、モルトエキス、食塩、乾燥全卵、加工でん粉、香料、膨張剤、乳化剤（大豆由来）、着色料（クチナシ、他,卵、乳、小麦、大豆,１袋（標準36ｇ）あたり,193,2.2,10.5,22.4,124,,無,160,90,24,
4.90333E+12,113,＄ロッテ　トッポ　抹茶ミルク２袋,150,20140304,10,12,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90333E+12,113,＄ロッテ　ワンピースマンチョコ　新世界編１枚,100,20161025,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ホエイパウダー、ココアパウダー、でん粉、食塩、ウーロン茶抽出物、乳化剤（大豆由来）、膨脹剤、カラメル色素、香料、卵殻Ｃａ,卵、乳、小麦、大豆,１枚（標準２３ｇ）,118,1.4,5.8,15.2,32,,無,80,117,14,
4.90333E+12,113,＄ロッテビックリマンプロ野球チョコ　１枚,80,20200317,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ホエイパウダー、ココアパウダー、でん粉、ショートニング、食塩／乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,,１枚（標準２３ｇ）,118,1.4,5.7,15.3,0,,無,80,117,14,
